date,newDeaths,cum,hospCases,googleretail_and_recreation,googlegrocery_and_pharmacyn,googleparksne,googletransit_stationsne,googleworkplacesne,covidOccupiedMVBeds,TransCars,TransLight Commercial Vehicles,TransHeavy Goods Vehicles,TransAll motor vehicles,TransNational Rail,Trans for London Tube,Trans for London Bus,TransBus (excl),TransCycling,Care hm deaths,newFirstDose,cumFirstDose,newSecondDose,cumSecondDose,cumThird,pillarplannedCapacity,pillarcapacityOne,pillarcapacityTwo,pillarcapacityThree,pillarcapacityFour,pillarnewOneTests,pillarnewTwoTests,pillarnewThreeTests,pillarnewFourTests,pillarnewTests,pillarcumOneTests,pillarcumTwoTests,pillarcumThreeTests,pillarcumFourTests,pillarcumTests,cumAdmissions,Antibody_Tests_plannedPCRCapacity,Antibody_Tests_newPCRTests,Antibody_Tests_cumPCRTests,Antibody_Tests_plannedCapacity,Antibody_Tests_new,Antibody_Tests_cum,newCases,cumCases,newVirusTests,cumVirusTests,res_schools_closed,res_pubs_closed,res_shops_closed,res_eating_places_closed,res_stay_at_home,res_house_mix_banned,res_wfh,res_rule_of_6_indoors,res_curfew,res_eat_out,wrl_total_cases,wrl_new_cases,wrl_new_cases_smoothed,wrl_total_deaths,wrl_new_deaths,wrl_new_deaths_smoothed,wrl_total_cases_per_million,wrl_new_cases_per_million,wrl_new_cases_smoothed_per_million,wrl_total_deaths_per_million,wrl_new_deaths_per_million,wrl_new_deaths_smoothed_per_million,wrl_reproduction_rate,wrl_icu_patients,wrl_icu_patients_per_million,wrl_hosp_patients,wrl_hosp_patients_per_million,wrl_total_tests,wrl_total_tests_per_thousand,wrl_new_tests_per_thousand,wrl_new_tests_smoothed,wrl_new_tests_smoothed_per_thousand,wrl_positive_rate,wrl_tests_per_case,wrl_tests_units,wrl_total_vaccinations,wrl_people_vaccinated,wrl_people_fully_vaccinated,wrl_total_boosters,wrl_new_vaccinations,wrl_new_vaccinations_smoothed,wrl_total_vaccinations_per_hundred,wrl_people_vaccinated_per_hundred,wrl_people_fully_vaccinated_per_hundred,wrl_total_boosters_per_hundred,wrl_new_vaccinations_smoothed_per_million,wrl_new_people_vaccinated_smoothed,wrl_new_people_vaccinated_smoothed_per_hundred,wrl_stringency_index,wrl_population,wrl_population_density,wrl_median_age,wrl_aged_65_older,wrl_aged_70_older,wrl_gdp_per_capita,wrl_extreme_poverty,wrl_cardiovasc_death_rate,wrl_diabetes_prevalence,wrl_female_smokers,wrl_male_smokers,wrl_handwashing_facilities,wrl_hosp_beds_1000,wrl_life_exp,wrl_hum_dev_index,count_flight,flight 7day avg,Adm classification target
6/8/2021,15,154063,1057,-73,-46,-58,-68,-59,154,0.92,1.08,1.07,0.97,0.55,0.42,0.61,0.67,1.01,1,136802,40710319,313482,28540844,,694166,199459,369000,120000,5707,107575,608077,1729,13852,731233,28461865,152122594,2229546,8230604,191044609,468869,571766,325724,96238822,122400,3959,4048458,6048,4528442,727274,186996151,0,0,0,0,0,0,1,1,0,0,4544372,5973,5434.143,128118,14,10.429,66626.071,87.572,79.671,1878.367,0.205,0.153,1.43,154,2.258,1057,15.497,170532430,2500.215,10.492,802500,11.766,0.007,147.7,tests performed,69251163,40710319,28540844,,450284,513173,101.53,59.69,41.84,,7524,160665,0.236,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1666,1966.29,Low(below 500)
6/9/2021,17,154080,1064,-73,-46,-55,-67,-58,159,0.92,1.09,1.08,0.97,0.55,0.43,0.63,0.63,1.21,2,176559,40886878,316258,28857102,,695888,199459,369000,120000,7429,102760,961619,1785,22551,1088715,28564625,153127621,2231742,8253155,192177143,469062,573488,334909,96573197,122400,2716,4051585,7540,4535754,1085999,188125558,0,0,0,0,0,0,1,1,0,0,4551694,7322,5871,128124,6,9.571,66733.42,107.35,86.076,1878.455,0.088,0.14,1.41,159,2.331,1064,15.6,171596809,2515.82,15.605,834998,12.242,0.007,142.2,tests performed,69743980,40886878,28857102,,492817,509036,102.25,59.95,42.31,,7463,161207,0.236,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1776,1960.29,Low(below 500)
6/10/2021,16,154096,1095,-72,-45,-64,-66,-57,158,0.92,1.06,1.07,0.96,0.55,0.43,0.64,0.64,1.25,1,201607,41088485,308038,29165140,,695859,199459,374000,120000,2400,87616,841323,1725,17852,948516,28687153,154072394,2233467,8271007,193264021,469263,573459,336760,96948522,122400,3426,4055011,7393,4542986,945090,189209010,0,0,0,0,0,0,1,1,0,0,4558933,7239,6165,128131,7,8,66839.553,106.133,90.386,1878.558,0.103,0.117,1.37,158,2.316,1095,16.054,172560660,2529.951,14.131,857670,12.574,0.007,139.1,tests performed,70253625,41088485,29165140,,509645,500570,103,60.24,42.76,,7339,162684,0.239,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1833,1946.43,Low(below 500)
6/11/2021,13,154109,1077,-74,-49,-62,-62,-57,161,0.98,1.1,1.07,1.01,0.55,0.43,0.63,0.63,0.89,0,208531,41297016,307192,29472332,,695862,199462,374000,120000,2400,85249,641575,1562,10956,739342,28772401,154791014,2235029,8281963,194080407,469442,573462,320577,97267855,122400,2688,4057699,8125,4550944,736654,190022708,0,0,0,0,0,0,1,1,0,0,4566893,7960,6424.429,128148,17,8.857,66956.256,116.703,94.19,1878.807,0.249,0.13,1.36,161,2.36,1077,15.79,173287483,2540.607,10.656,868575,12.734,0.007,135.2,tests performed,70769348,41297016,29472332,,515723,493108,103.76,60.55,43.21,,7230,166771,0.245,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2124,1928.14,Low(below 500)
6/12/2021,11,154120,1106,-55,-9,-56,-34,NA,169,1.03,1.18,1.17,1.06,0.55,0.55,0.67,0.66,1.54,0,254185,41551201,320326,29792658,,705862,199462,384000,120000,2400,70252,446362,273,17195,534082,28842653,155272155,2235302,8299158,194649268,469620,583462,287715,97557982,122400,273,4057972,7738,4558494,533809,190591296,0,0,0,0,0,0,1,1,0,0,4574445,7552,6695.429,128160,12,8.714,67066.978,110.722,98.163,1878.983,0.176,0.128,1.36,169,2.478,1106,16.215,173804097,2548.181,7.574,875425,12.835,0.008,130.7,tests performed,71343859,41551201,29792658,,574511,478468,104.6,60.92,43.68,,7015,173996,0.255,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1593,1878.29,Low(below 500)
6/13/2021,12,154132,1141,-51,-23,-52,-38,NA,188,1.07,1.26,1.25,1.11,0.55,0.55,0.68,0.75,1.53,0,147228,41698429,181121,29973779,,701862,199462,380000,120000,2400,68211,971037,435,12974,1052657,28910864,156275376,2235737,8312677,195734654,469842,579462,234019,97792715,122400,435,4058952,7490,4565813,1052222,191675702,0,0,0,0,0,0,1,1,0,0,4581779,7334,6996.714,128168,8,9.286,67174.503,107.525,102.58,1879.1,0.117,0.136,1.36,188,2.756,1141,16.728,174843345,2563.418,15.237,848853,12.445,0.008,121.3,tests performed,71672208,41698429,29973779,,328349,470048,105.08,61.14,43.95,,6891,176836,0.259,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1828,1834.86,Low(below 500)
6/14/2021,12,154144,1182,-76,-52,-61,-68,-58,188,0.95,1.11,1.09,0.99,0.54,0.4,0.62,0.63,0.9,1,132627,41831056,235928,30209707,,701862,199462,380000,120000,2400,79687,842792,792,8141,931412,28990551,157251682,2236529,8320818,196799580,470070,579462,171417,97965628,122400,1289,4060241,7742,4573419,930123,192739339,0,0,0,0,0,0,1,1,0,0,4589400,7621,7285.857,128171,3,9.571,67286.236,111.733,106.82,1879.144,0.044,0.14,1.33,188,2.756,1182,17.33,175765824,2576.943,13.525,849864,12.46,0.009,116.6,tests performed,72040763,41831056,30209707,,368555,462841,105.62,61.33,44.29,,6786,179648,0.263,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1911,1818.71,Low(below 500)
6/15/2021,21,154165,1233,-74,-48,-64,-67,-58,206,0.93,1.09,1.08,0.97,0.54,0.41,0.63,0.67,1.01,4,190033,42021089,230666,30440373,,701531,199131,380000,120000,2400,112942,654065,1707,10977,779691,29103493,157975270,2238236,8368876,197685875,470302,579131,334615,98299149,122400,2414,4099732,7673,4581006,777277,193586143,0,0,0,0,0,0,1,1,0,0,4596994,7594,7517.429,128181,10,9,67397.574,111.337,110.215,1879.291,0.147,0.132,1.31,206,3.02,1233,18.077,176532831,2588.188,11.245,857200,12.568,0.009,114,tests performed,72461462,42021089,30440373,,420699,458614,106.24,61.61,44.63,,6724,187253,0.275,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1703,1824,Low(below 500)
6/16/2021,13,154178,1258,-73,-45,-56,-67,-58,208,0.93,1.09,1.08,0.97,0.54,0.43,0.63,0.63,1.26,3,195565,42216654,234834,30675207,,701531,199131,380000,120000,2400,105760,982750,1660,15566,1105736,29209253,159009075,2241307,8384442,198844077,470531,579131,355553,98658574,122400,3995,4105138,9055,4589814,1101741,194738939,0,0,0,0,0,0,1,1,0,0,4605805,8811,7730.143,128190,9,9.429,67526.754,129.18,113.333,1879.423,0.132,0.138,1.3,208,3.05,1258,18.444,177621341,2604.147,15.959,860647,12.618,0.009,111.3,tests performed,72891861,42216654,30675207,,430399,449697,106.87,61.89,44.97,,6593,189968,0.279,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1855,1835.29,Low(below 500)
6/17/2021,9,154187,1323,-73,-48,-69,-67,-53,210,0.92,1.06,1.07,0.96,0.53,0.42,0.61,0.63,1.01,0,243978,42460632,223260,30898467,,701531,199131,380000,120000,2400,95030,928122,1812,13197,1038161,29333596,160050490,2243119,8397639,200024844,470773,579131,355551,99042996,122400,3476,4108614,11007,4600623,1034685,195916230,0,0,0,0,0,0,1,1,0,0,4616628,10823,8242.143,128209,19,11.143,67685.432,158.678,120.84,1879.701,0.279,0.163,1.33,210,3.079,1323,19.397,178673806,2619.577,15.43,873307,12.804,0.009,106,tests performed,73359099,42460632,30898467,,467238,443639,107.55,62.25,45.3,,6504,196021,0.287,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2030,1863.43,Low(below 500)
6/18/2021,18,154205,1365,-76,-54,-76,-64,-55,223,0.96,1.07,1.04,0.98,0.53,0.44,0.6,0.61,0.62,2,223140,42683772,205677,31104144,,701473,199073,380000,120000,2400,87485,685969,1815,19332,794601,29421080,160799730,2244934,8416971,200882715,471013,579073,352974,99395995,122400,3382,4111996,10476,4610893,791219,196770719,0,0,0,0,0,0,1,1,0,0,4626915,10287,8574.571,128220,11,10.286,67836.252,150.82,125.714,1879.863,0.161,0.151,1.32,223,3.269,1365,20.013,179447259,2630.917,11.34,879968,12.901,0.01,102.6,tests performed,73787916,42683772,31104144,,428817,431224,108.18,62.58,45.6,,6322,198108,0.29,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2217,1876.71,Low(below 500)
6/19/2021,20,154225,1350,-53,-17,-55,-41,NA,215,1.02,1.18,1.16,1.05,0.52,0.5,0.64,0.65,1.59,0,280241,42964013,236363,31340507,,701473,199073,380000,120000,2400,72135,500554,277,19182,592148,29493215,161330059,2245211,8436153,201504638,471226,579073,328122,99724399,122400,277,4112273,10321,4620968,591871,197392365,0,0,0,0,0,0,1,1,0,0,4636991,10076,8935.143,128234,14,10.571,67983.979,147.727,131,1880.068,0.205,0.155,1.33,215,3.152,1350,19.793,180019948,2639.313,8.396,887979,13.019,0.01,99.4,tests performed,74304520,42964013,31340507,,516604,422952,108.94,62.99,45.95,,6201,201830,0.296,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1735,1897,Low(below 500)
6/20/2021,21,154246,1385,-53,-24,-56,-46,NA,210,1.06,1.25,1.2,1.09,0.51,0.47,0.63,0.68,0.98,0,163750,43127763,109408,31449915,,701473,199073,380000,120000,2400,70139,1063265,88,15878,1149370,29563354,162428138,2245299,8452325,202689116,471432,579073,273937,99999592,122400,258,4112825,9284,4630040,1149112,198576291,0,0,0,0,0,0,1,1,0,0,4646068,9077,9184.143,128240,6,10.286,68117.059,133.08,134.651,1880.156,0.088,0.151,1.35,210,3.079,1385,20.306,181153352,2655.93,16.617,901430,13.216,0.01,98.2,tests performed,74577678,43127763,31449915,,273158,415067,109.34,63.23,46.11,,6085,204191,0.299,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1993,1920.57,Low(below 500)
6/21/2021,12,154258,1519,-76,-59,-75,-70,-57,228,0.93,1.09,1.08,0.97,0.51,0.41,0.61,0.61,0.68,4,21080,43148843,39325,31489240,,696473,199073,375000,120000,2400,88888,922925,1125,8117,1021055,29652242,163486908,2246424,8460442,203846016,471661,574073,250823,100251247,122400,1316,4114141,10633,4640507,1019739,199731875,0,0,0,0,0,0,1,1,0,0,4656536,10468,9590.857,128245,5,10.571,68270.533,153.474,140.614,1880.229,0.073,0.155,1.38,228,3.343,1519,22.27,182165165,2670.765,14.834,914192,13.403,0.01,95.3,tests performed,74638083,43148843,31489240,,60405,371046,109.43,63.26,46.17,,5440,188255,0.276,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1955,1926.86,Low(below 500)
6/22/2021,17,154275,1543,-73,-52,-70,-67,-55,250,0.91,1.08,1.08,0.96,0.51,0.43,0.64,0.66,0.89,0,299837,43448680,250875,31740115,,696473,199073,375000,120000,2400,112019,700176,1426,10093,823714,29764260,164255143,2247850,8491204,204758457,471899,574073,359907,100609372,122400,2129,4136939,11625,4651988,821585,200621518,0,0,0,0,0,0,1,1,0,0,4668043,11507,10149.857,128272,27,13,68439.239,168.707,148.809,1880.625,0.396,0.191,1.43,250,3.665,1543,22.622,182977359,2682.673,11.908,920647,13.498,0.011,90.7,tests performed,75188795,43448680,31740115,,550712,389619,110.24,63.7,46.53,,5712,203942,0.299,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1815,1942.86,Low(below 500)
6/23/2021,8,154283,1497,-72,-47,-59,-66,-57,246,0.92,1.08,1.09,0.96,0.5,0.44,0.64,0.62,1.23,0,207647,43656327,167988,31908103,,696473,199073,375000,120000,2400,103892,1042262,1234,6423,1153811,29868152,165347512,2250375,8497627,205963666,472176,574073,373878,100983409,122400,2977,4141207,16135,4667870,1150834,201822459,0,0,0,0,0,0,1,1,0,0,4683986,15943,11168.714,128291,19,14.429,68672.983,233.744,163.747,1880.904,0.279,0.212,1.48,246,3.607,1497,21.948,184123513,2699.477,16.804,928882,13.619,0.012,83.2,tests performed,75564430,43656327,31908103,,375635,381796,110.79,64.01,46.78,,5598,205668,0.302,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1868,1944.71,Low(below 500)
6/24/2021,28,154311,1518,-70,-46,-62,-66,-56,259,0.93,1.08,1.08,0.97,0.51,0.44,0.63,0.63,1.13,0,221534,43877861,177813,32085916,,706473,199073,385000,120000,2400,91495,961330,1429,15500,1069754,29976593,166422640,2251804,8513127,207164164,472431,584073,379424,101379998,122400,1666,4142873,16703,4684572,1068088,203021291,0,0,0,0,0,0,1,1,0,0,4700691,16705,12009,128312,21,14.714,68917.899,244.916,176.067,1881.211,0.308,0.216,1.48,259,3.797,1518,22.256,185193284,2715.161,15.684,931354,13.655,0.013,77.6,tests performed,75963777,43877861,32085916,,399347,372097,111.37,64.33,47.04,,5455,202461,0.297,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2012,1942.14,Low(below 500)
6/25/2021,21,154332,1539,-73,-50,-63,-63,-58,257,0.98,1.1,1.06,1.01,0.5,0.45,0.64,0.61,0.83,1,202497,44080358,174770,32260686,,718470,199070,397000,120000,2400,87596,749080,1359,15617,853652,30064189,167234292,2253163,8528744,208080388,472686,596070,387673,101767291,122400,2845,4145718,15810,4699868,850807,203934670,0,0,0,0,0,0,1,1,0,0,4716065,15374,12735.714,128330,18,15.714,69143.301,225.402,186.721,1881.475,0.264,0.23,1.47,257,3.768,1539,22.564,186029960,2727.428,12.267,940386,13.787,0.014,73.8,tests performed,76341044,44080358,32260686,,377267,364733,111.93,64.63,47.3,,5347,199512,0.293,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2287,1952.14,Low(below 500)
6/26/2021,17,154349,1546,-51,-14,-52,-38,NA,256,1.03,1.19,1.18,1.06,0.5,0.56,0.65,0.65,1.46,0,234441,44314799,199505,32460191,,718470,199070,397000,120000,2400,71279,534253,322,16714,622568,30135468,167804441,2253485,8545458,208738852,472953,596070,342155,102110071,122400,322,4146040,18270,4717811,622246,204592812,0,0,0,0,0,0,1,1,0,0,4734011,17946,13860,128353,23,17,69406.411,263.11,203.205,1881.813,0.337,0.249,1.5,256,3.753,1546,22.666,186635492,2736.305,8.878,945078,13.856,0.015,68.2,tests performed,76774990,44314799,32460191,,433946,352924,112.56,64.97,47.59,,5174,192969,0.283,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1857,1969.57,Low(below 500)
6/27/2021,24,154373,1607,-50,-27,-59,-39,NA,263,1.06,1.29,1.3,1.1,0.5,0.48,0.61,0.7,1.1,1,139712,44454511,123555,32583746,,720470,199070,399000,120000,2400,70862,1130921,40,14899,1216722,30206330,168974358,2253525,8560707,209994920,473223,598070,316400,102428096,122400,40,4146430,14876,4732434,1216682,205848490,0,0,0,0,0,0,1,1,0,0,4748644,14633,14653.714,128364,11,17.714,69620.949,214.538,214.841,1881.974,0.161,0.26,1.51,263,3.856,1607,23.561,187837275,2753.925,17.62,954846,13.999,0.015,65.2,tests performed,77038257,44454511,32583746,,263267,351511,112.95,65.18,47.77,,5154,189535,0.278,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1999,1970.43,Low(below 500)
6/28/2021,18,154391,1745,-75,-58,-71,-69,-58,297,0.94,1.1,1.1,0.98,0.48,0.41,0.62,0.61,0.73,7,127260,44581771,138016,32721762,,701547,199070,377000,120000,5477,86690,992563,889,17179,1097321,30293020,170102615,2254414,8577886,211227935,473533,579147,271492,102701334,122400,1348,4147778,22868,4755078,1095973,207080157,0,0,0,0,0,0,1,1,0,0,4771367,22723,16404.429,128367,3,17.429,69954.096,333.147,240.509,1882.018,0.044,0.256,1.57,297,4.354,1745,25.584,188916528,2769.748,15.823,964480,14.14,0.017,58.8,tests performed,77303533,44581771,32721762,,265276,380779,113.34,65.36,47.97,,5583,204704,0.3,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2095,1990.43,Low(below 500)
6/29/2021,24,154415,1748,-74,-56,-70,-68,-57,283,0.9,1.05,1.07,0.94,0.48,0.43,0.62,0.63,0.83,0,137991,44719762,150688,32872450,,706973,199070,382000,120000,5903,107736,761196,1383,13691,884006,30400756,170937840,2255797,8626896,212221289,473901,584573,382980,103083583,122400,2201,4185298,20479,4775301,881805,208035991,0,0,0,0,0,0,1,1,0,0,4791628,20261,17655,128390,23,16.857,70251.147,297.051,258.844,1882.355,0.337,0.247,1.55,283,4.149,1748,25.628,189785460,2782.488,12.74,972586,14.259,0.018,55.1,tests performed,77592212,44719762,32872450,,288679,343345,113.76,65.56,48.2,,5034,181583,0.266,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,1837,1993.57,Low(below 500)
6/30/2021,26,154441,1827,-72,-51,-65,-67,-55,287,0.93,1.08,1.08,0.97,0.47,0.43,0.63,0.6,1.07,2,141216,44860978,175749,33048199,,717226,200478,389000,120000,7748,100763,1130138,1238,22438,1254577,30501519,172122186,2257434,8649334,213530473,474317,594826,432660,103515666,122400,2881,4188578,26068,4800907,1251696,209341895,0,0,0,0,0,0,1,1,0,0,4817298,25670,19044.571,128404,14,16.143,70627.501,376.354,279.217,1882.56,0.205,0.237,1.52,287,4.208,1827,26.786,191016361,2800.534,18.047,984693,14.437,0.019,51.7,tests performed,77909177,44860978,33048199,,316965,334964,114.22,65.77,48.45,,4911,172093,0.252,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2006,2013.29,Low(below 500)
7/1/2021,28,154469,1937,-71,-47,-62,-66,-52,300,0.94,1.08,1.07,0.98,0.47,0.44,0.63,0.62,1.31,7,152525,45013503,193066,33241265,,728287,200478,399000,120000,8809,95618,1006329,864,20329,1123140,30618986,173239898,2258298,8669663,214786845,474689,605887,415649,103953064,122400,1462,4190040,27989,4828463,1121678,210596805,0,0,0,0,0,0,1,1,0,0,4844944,27646,20607.571,128426,22,16.286,71032.825,405.324,302.132,1882.883,0.323,0.239,1.48,300,4.398,1937,28.399,192140157,2817.011,16.476,992410,14.55,0.021,48.2,tests performed,78254768,45013503,33241265,,345591,327284,114.73,66,48.74,,4798,162235,0.238,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2240,2045.86,Low(below 500)
7/2/2021,32,154501,2014,-74,-50,-64,-62,-55,321,0.98,1.09,1.05,1.01,0.48,0.44,0.64,0.61,0.97,1,123605,45137108,177478,33418743,,723770,200483,394000,120000,9287,89827,766560,1472,21128,878987,30708813,174075604,2259770,8690791,215734978,475080,601370,398070,104350698,122400,2341,4192381,27125,4855169,876646,211542597,0,0,0,0,0,0,1,1,0,0,4871807,26863,22248.857,128453,27,17.571,71426.67,393.845,326.196,1883.279,0.396,0.258,1.43,321,4.706,2014,29.528,192996544,2829.566,12.556,995226,14.591,0.022,44.7,tests performed,78555851,45137108,33418743,,301083,316401,115.17,66.18,49,,4639,150964,0.221,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2483,2073.86,Low(below 500)
7/3/2021,31,154532,2058,-53,-21,-58,-37,NA,327,0.99,1.15,1.13,1.02,0.48,0.47,0.66,0.61,1.04,0,137389,45274497,196209,33614952,,730444,200483,400000,120000,9961,73619,565716,231,20003,659569,30782432,174680777,2260001,8710794,216434004,475472,608044,342236,104694515,122400,231,4192612,24885,4879616,659338,212241392,0,0,0,0,0,0,1,1,0,0,4896272,24465,23180.143,128471,18,16.857,71785.357,358.687,339.849,1883.543,0.264,0.247,1.38,327,4.794,2058,30.173,193635879,2838.94,9.373,1000055,14.662,0.023,43.1,tests performed,78889449,45274497,33614952,,333598,302066,115.66,66.38,49.28,,4429,137100,0.201,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2080,2105.71,Low(below 500)
7/4/2021,29,154561,2178,-53,-27,-59,-41,NA,336,1.03,1.23,1.24,1.07,0.48,0.47,0.63,0.68,1.17,0,77222,45351719,111410,33726362,,731059,200483,400000,120000,10576,74756,1181397,23,20440,1276616,30857188,175902946,2260024,8731415,217751573,475939,608659,360131,105055455,122400,23,4192816,24248,4903434,1276593,213558757,0,0,0,0,0,0,1,1,0,0,4920168,23896,24503.429,128486,15,17.429,72135.701,350.345,359.25,1883.762,0.22,0.256,1.37,336,4.926,2178,31.932,194892032,2857.356,18.417,1007822,14.776,0.024,41.1,tests performed,79078081,45351719,33726362,,188632,291403,115.94,66.49,49.45,,4272,128173,0.188,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2139,2125.71,Low(below 500)
7/5/2021,28,154589,2364,-74,-56,-72,-68,-58,369,0.93,1.1,1.08,0.98,0.49,0.42,0.63,0.6,0.88,4,76962,45428681,147814,33874176,,729912,200483,400000,120000,9429,90719,1053902,886,17085,1162592,30947905,177058482,2260910,8748500,219015797,476456,607512,324461,105381650,122400,1854,4194670,27334,4930534,1160738,214821127,0,0,0,0,0,0,1,1,0,0,4947274,27106,25129.571,128495,9,18.286,72533.108,397.407,368.43,1883.894,0.132,0.268,1.36,369,5.41,2364,34.659,196036651,2874.138,16.782,1017160,14.913,0.025,40.5,tests performed,79302857,45428681,33874176,,224776,285618,116.27,66.6,49.66,,4188,120987,0.177,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2301,2155.14,Medium(500-1500)
7/6/2021,34,154623,2486,-74,-55,-74,-66,-58,392,0.89,1.06,1.06,0.93,0.5,0.45,0.61,0.6,0.7,2,85811,45514492,153126,34027302,,752059,202389,422000,120000,7670,105380,848136,1296,16464,971276,31053284,177980256,2262206,8798359,220094105,477030,629659,404356,105785659,122400,2688,4230753,28773,4958868,968588,215863352,0,0,0,0,0,0,1,1,0,0,4975903,28629,26325,128532,37,20.286,72952.845,419.736,385.957,1884.437,0.542,0.297,1.35,392,5.747,2486,36.448,196990166,2888.118,13.98,1029244,15.09,0.026,39.1,tests performed,79541794,45514492,34027302,,238937,278512,116.62,66.73,49.89,,4083,113533,0.166,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2040,2184.14,Medium(500-1500)
7/7/2021,36,154659,2681,-72,-50,-64,-65,-55,417,0.89,1.04,1.06,0.93,0.51,0.46,0.65,0.59,0.96,3,86953,45601445,171477,34198779,,756040,202389,422000,120000,11651,110459,1104936,1697,23430,1240522,31163742,179138800,2264281,8821789,221388612,477599,633640,436774,106223098,122400,2530,4233661,32548,4990916,1237992,217154951,0,0,0,0,0,0,1,1,0,0,5007964,32061,27238,128565,33,23,73422.898,470.054,399.343,1884.921,0.484,0.337,1.32,417,6.114,2681,39.307,198205560,2905.937,17.819,1027028,15.057,0.027,37.7,tests performed,79800224,45601445,34198779,,258430,270150,117,66.86,50.14,,3961,105781,0.155,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2140,2203.29,Medium(500-1500)
7/8/2021,41,154700,2768,-72,-49,-65,-66,-54,417,0.92,1.04,1.05,0.95,0.51,0.43,0.63,0.61,1.17,2,96430,45697875,175467,34374246,,736784,202389,404000,120000,10395,96144,992374,1796,27614,1117928,31281798,180235428,2266077,8849403,222632706,478209,614384,418106,106665479,122400,3694,4237355,32551,5022893,1114234,218395351,0,0,0,0,0,0,1,1,0,0,5040060,32096,27873.714,128601,36,25,73893.465,470.567,408.663,1885.448,0.528,0.367,1.29,417,6.114,2768,40.582,199315990,2922.217,16.28,1025119,15.03,0.027,36.8,tests performed,80072121,45697875,34374246,,271897,259622,117.4,67,50.4,,3806,97767,0.143,51.39,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,2336,2217,Medium(500-1500)
