date,newDeaths,TransCars,TransLight Commercial Vehicles,TransHeavy Goods Vehicles,TransAll motor vehicles,Transtiol Rail,Trans for London Tube,Trans for London Bus,TransBus (excl),TransCycling,Care home deaths,pillarplannedCapacity,pillarcapacityOne,pillarcapacityTwo,Antibody_Tests_plannedPCRCapacity,Antibody_Tests_newPCRTests,Antibody_Tests_cumPCRTests,Antibody_Tests_plannedCapacity,Antibody_Tests_new,Antibody_Tests_cum,newCases,cumCases,newVirusTests,cumVirusTests,res_schools_closed,res_pubs_closed,res_shops_closed,res_eating_places_closed,res_stay_at_home,res_house_mix_banned,res_wfh,res_rule_of_6_indoors,res_curfew,res_eat_out,count_flight,flight 7day avg,cumAdmissions,New Admissions numerical,New Admission bins
5/15/2021,15,0.93,1.12,1.13,0.96,0.43,0.44,0.59,0.54,0.94,0,748211,203411,422400,625811,255940,89873204,122400,27372,3747389,2027,4448851,460202,165259759,0,0,0,0,0,1,1,0,0,0,899,1174.43,465742,91,a.Low(below 500)
5/16/2021,14,0.93,1.14,1.2,0.97,0.43,0.37,0.58,0.58,1.07,0,740811,203411,415000,618411,181401,90056823,122400,24545,3771989,1926,4450777,1086443,166384182,0,0,0,0,0,1,1,0,0,0,1080,1168.43,465822,80,a.Low(below 500)
5/17/2021,13,0.91,1.1,1.09,0.96,0.44,0.39,0.61,0.63,0.8,4,768211,203411,442400,645811,157765,90247347,122400,26700,3798689,1979,4452756,967126,167599744,0,0,0,0,0,0,1,1,0,0,1493,1196,465924,102,a.Low(below 500)
5/18/2021,11,0.9,1.07,1.07,0.94,0.45,0.4,0.61,0.66,0.79,0,768211,203411,442400,645811,300556,90547613,122400,19663,3852383,2412,4450392,732012,168404482,0,0,0,0,0,0,1,1,0,0,1252,1217,466052,128,a.Low(below 500)
5/19/2021,4,0.91,1.08,1.08,0.95,0.46,0.41,0.62,0.63,0.96,2,768211,203411,442400,645811,333550,90883373,122400,13582,3867357,2696,4452527,1180660,169635175,0,0,0,0,0,0,1,1,0,0,1391,1249.14,466179,127,a.Low(below 500)
5/20/2021,7,0.89,1.05,1.06,0.93,0.46,0.42,0.62,0.61,0.87,0,768211,203411,442400,645811,289382,91201339,122400,14429,3881786,2874,4455221,982099,170774076,0,0,0,0,0,0,1,1,0,0,1496,1280.86,466312,133,a.Low(below 500)
5/21/2021,18,0.93,1.07,1.05,0.97,0.46,0.45,0.63,0.59,0.6,3,768210,203410,442400,645810,307315,91509051,122400,9043,3890829,2829,4457923,715414,171561923,0,0,0,0,0,0,1,1,0,0,1692,1329,466436,124,a.Low(below 500)
5/22/2021,4,0.98,1.16,1.16,1.02,0.47,0.58,0.64,0.62,1.14,1,768211,203411,442400,645811,258854,91768763,122400,4580,3895409,2694,4460446,499089,172094944,0,0,0,0,0,0,1,1,0,0,1241,1377.86,466556,120,a.Low(below 500)
5/23/2021,16,0.99,1.19,1.21,1.03,0.48,0.43,0.6,0.64,0.96,0,760811,203411,435000,638411,194854,91965270,122400,5044,3900727,2235,4462538,1165801,173297678,0,0,0,0,0,0,1,1,0,0,1430,1427.86,466671,115,a.Low(below 500)
5/24/2021,16,0.92,1.11,1.09,0.97,0.51,0.4,0.61,0.62,0.67,4,768211,203411,442400,650842,180066,92147744,122400,11628,3912355,2439,4464900,946830,174394703,0,0,0,0,0,0,1,1,0,0,1600,1443.14,466810,139,a.Low(below 500)
5/25/2021,10,0.89,1.07,1.07,0.94,0.49,0.41,0.61,0.65,0.71,3,768211,203411,442400,650668,314003,92461439,122400,6026,3956614,2493,4467310,741912,175208582,0,0,0,0,0,0,1,1,0,0,1347,1456.71,466944,134,a.Low(below 500)
5/26/2021,14,0.91,1.08,1.08,0.95,0.49,0.42,0.63,0.62,1.04,8,774916,203411,442400,652516,338386,92805778,122400,6346,3964079,3180,4470297,1132061,176394409,0,0,0,0,0,0,1,1,0,0,1521,1475.29,467076,132,a.Low(below 500)
5/27/2021,8,0.94,1.08,1.07,0.98,0.49,0.44,0.64,0.65,1.28,0,775828,203411,442400,653428,335802,93162543,122400,4309,3966373,3542,4473677,959007,177486846,0,0,0,0,0,0,1,1,0,0,1748,1511.29,467204,128,a.Low(below 500)
5/28/2021,13,1.01,1.13,1.07,1.04,0.5,0.47,0.65,0.64,0.83,2,777459,203416,442400,655059,296665,93459552,122400,3421,3969794,4182,4477705,679217,178229622,0,0,0,0,0,0,1,1,0,0,2236,1589,467345,141,a.Low(below 500)
5/29/2021,12,1.06,1.22,1.18,1.09,0.51,0.58,0.7,0.66,1.33,0,777456,203416,442400,655056,262055,93722633,122400,524,3970318,3398,4480945,488274,178748832,0,0,0,0,0,0,1,1,0,0,1771,1664.71,467449,104,a.Low(below 500)
5/30/2021,8,1.09,1.27,1.1,1.13,0.52,0.57,0.69,0.8,1.32,0,770480,203416,435000,648080,191692,93915413,122400,369,3970782,3240,4484056,625777,179400500,0,0,0,0,0,0,1,1,0,0,1706,1704.14,467561,112,a.Low(below 500)
5/31/2021,11,0.91,0.78,0.45,0.86,0.55,0.56,0.74,0.73,1.1,0,776483,203413,442400,654083,149061,94067023,122400,217,3970999,3383,4487339,602019,180083008,0,0,0,0,0,0,1,1,0,0,1518,1692.43,467687,126,a.Low(below 500)
6/1/2021,10,0.96,1.09,1.03,0.99,0.45,0.44,0.62,0.58,0.87,2,695839,203416,367400,573439,219776,94288796,122400,2596,4009980,3165,4490438,664849,180817234,0,0,0,0,0,0,1,1,0,0,1845,1763.57,467841,154,a.Low(below 500)
6/2/2021,12,0.93,1.06,1.06,0.97,0.46,0.43,0.61,0.54,1.06,3,700038,203866,367400,577638,313630,94603467,122400,3713,4014422,4330,4494699,854697,181720658,0,0,0,0,0,0,1,1,0,0,1818,1806,467971,130,a.Low(below 500)
6/3/2021,16,0.93,1.05,1.05,0.96,0.47,0.44,0.61,0.55,1.06,3,701159,203866,367400,578759,313288,94937533,122400,4206,4018628,5274,4499878,806272,182624589,0,0,0,0,0,0,1,1,0,0,1930,1832,468100,129,a.Low(below 500)
6/4/2021,14,0.95,1.05,1.03,0.98,0.47,0.43,0.58,0.54,0.79,7,701018,203538,367400,578618,298865,95234997,122400,3382,4022010,6238,4506018,670715,183348677,0,0,0,0,0,0,1,1,0,0,2252,1834.29,468223,123,a.Low(below 500)
6/5/2021,6,1.05,1.21,1.22,1.09,0.49,0.51,0.68,0.65,1.47,1,699734,203538,367400,577334,259192,95494311,122400,595,4022605,5765,4511669,488842,183870048,0,0,0,0,0,0,1,1,0,0,1942,1858.71,468349,126,a.Low(below 500)
6/6/2021,13,1.08,1.3,1.27,1.13,0.5,0.47,0.65,0.7,1.37,0,691460,203538,360000,569060,219158,95714007,122400,357,4023429,5341,4516892,1242068,185147729,0,0,0,0,0,0,1,1,0,0,2132,1919.57,468504,155,a.Low(below 500)
6/7/2021,6,0.95,1.11,1.09,0.99,0.55,0.4,0.65,0.63,0.95,1,714178,203538,384000,591778,198532,95914734,122400,2340,4025769,5683,4522476,928425,186203156,0,0,0,0,0,0,1,1,0,0,2024,1991.86,468679,175,a.Low(below 500)
6/8/2021,15,0.92,1.08,1.07,0.97,0.55,0.42,0.61,0.67,1.01,1,694166,199459,369000,571766,325724,96238822,122400,3959,4048458,6048,4528442,727274,186996151,0,0,0,0,0,0,1,1,0,0,1666,1966.29,468869,190,a.Low(below 500)
6/9/2021,17,0.92,1.09,1.08,0.97,0.55,0.43,0.63,0.63,1.21,2,695888,199459,369000,573488,334909,96573197,122400,2716,4051585,7540,4535754,1085999,188125558,0,0,0,0,0,0,1,1,0,0,1776,1960.29,469062,193,a.Low(below 500)
6/10/2021,16,0.92,1.06,1.07,0.96,0.55,0.43,0.64,0.64,1.25,1,695859,199459,374000,573459,336760,96948522,122400,3426,4055011,7393,4542986,945090,189209010,0,0,0,0,0,0,1,1,0,0,1833,1946.43,469263,201,a.Low(below 500)
6/11/2021,13,0.98,1.1,1.07,1.01,0.55,0.43,0.63,0.63,0.89,0,695862,199462,374000,573462,320577,97267855,122400,2688,4057699,8125,4550944,736654,190022708,0,0,0,0,0,0,1,1,0,0,2124,1928.14,469442,179,a.Low(below 500)
6/12/2021,11,1.03,1.18,1.17,1.06,0.55,0.55,0.67,0.66,1.54,0,705862,199462,384000,583462,287715,97557982,122400,273,4057972,7738,4558494,533809,190591296,0,0,0,0,0,0,1,1,0,0,1593,1878.29,469620,178,a.Low(below 500)
6/13/2021,12,1.07,1.26,1.25,1.11,0.55,0.55,0.68,0.75,1.53,0,701862,199462,380000,579462,234019,97792715,122400,435,4058952,7490,4565813,1052222,191675702,0,0,0,0,0,0,1,1,0,0,1828,1834.86,469842,222,a.Low(below 500)
6/14/2021,12,0.95,1.11,1.09,0.99,0.54,0.4,0.62,0.63,0.9,1,701862,199462,380000,579462,171417,97965628,122400,1289,4060241,7742,4573419,930123,192739339,0,0,0,0,0,0,1,1,0,0,1911,1818.71,470070,228,a.Low(below 500)
6/15/2021,21,0.93,1.09,1.08,0.97,0.54,0.41,0.63,0.67,1.01,4,701531,199131,380000,579131,334615,98299149,122400,2414,4099732,7673,4581006,777277,193586143,0,0,0,0,0,0,1,1,0,0,1703,1824,470302,232,a.Low(below 500)
6/16/2021,13,0.93,1.09,1.08,0.97,0.54,0.43,0.63,0.63,1.26,3,701531,199131,380000,579131,355553,98658574,122400,3995,4105138,9055,4589814,1101741,194738939,0,0,0,0,0,0,1,1,0,0,1855,1835.29,470531,229,a.Low(below 500)
6/17/2021,9,0.92,1.06,1.07,0.96,0.53,0.42,0.61,0.63,1.01,0,701531,199131,380000,579131,355551,99042996,122400,3476,4108614,11007,4600623,1034685,195916230,0,0,0,0,0,0,1,1,0,0,2030,1863.43,470773,242,a.Low(below 500)
6/18/2021,18,0.96,1.07,1.04,0.98,0.53,0.44,0.6,0.61,0.62,2,701473,199073,380000,579073,352974,99395995,122400,3382,4111996,10476,4610893,791219,196770719,0,0,0,0,0,0,1,1,0,0,2217,1876.71,471013,240,a.Low(below 500)
6/19/2021,20,1.02,1.18,1.16,1.05,0.52,0.5,0.64,0.65,1.59,0,701473,199073,380000,579073,328122,99724399,122400,277,4112273,10321,4620968,591871,197392365,0,0,0,0,0,0,1,1,0,0,1735,1897,471226,213,a.Low(below 500)
6/20/2021,21,1.06,1.25,1.2,1.09,0.51,0.47,0.63,0.68,0.98,0,701473,199073,380000,579073,273937,99999592,122400,258,4112825,9284,4630040,1149112,198576291,0,0,0,0,0,0,1,1,0,0,1993,1920.57,471432,206,a.Low(below 500)
6/21/2021,12,0.93,1.09,1.08,0.97,0.51,0.41,0.61,0.61,0.68,4,696473,199073,375000,574073,250823,100251247,122400,1316,4114141,10633,4640507,1019739,199731875,0,0,0,0,0,0,1,1,0,0,1955,1926.86,471661,229,a.Low(below 500)
6/22/2021,17,0.91,1.08,1.08,0.96,0.51,0.43,0.64,0.66,0.89,0,696473,199073,375000,574073,359907,100609372,122400,2129,4136939,11625,4651988,821585,200621518,0,0,0,0,0,0,1,1,0,0,1815,1942.86,471899,238,a.Low(below 500)
6/23/2021,8,0.92,1.08,1.09,0.96,0.5,0.44,0.64,0.62,1.23,0,696473,199073,375000,574073,373878,100983409,122400,2977,4141207,16135,4667870,1150834,201822459,0,0,0,0,0,0,1,1,0,0,1868,1944.71,472176,277,a.Low(below 500)
6/24/2021,28,0.93,1.08,1.08,0.97,0.51,0.44,0.63,0.63,1.13,0,706473,199073,385000,584073,379424,101379998,122400,1666,4142873,16703,4684572,1068088,203021291,0,0,0,0,0,0,1,1,0,0,2012,1942.14,472431,255,a.Low(below 500)
6/25/2021,21,0.98,1.1,1.06,1.01,0.5,0.45,0.64,0.61,0.83,1,718470,199070,397000,596070,387673,101767291,122400,2845,4145718,15810,4699868,850807,203934670,0,0,0,0,0,0,1,1,0,0,2287,1952.14,472686,255,a.Low(below 500)
6/26/2021,17,1.03,1.19,1.18,1.06,0.5,0.56,0.65,0.65,1.46,0,718470,199070,397000,596070,342155,102110071,122400,322,4146040,18270,4717811,622246,204592812,0,0,0,0,0,0,1,1,0,0,1857,1969.57,472953,267,a.Low(below 500)
6/27/2021,24,1.06,1.29,1.3,1.1,0.5,0.48,0.61,0.7,1.1,1,720470,199070,399000,598070,316400,102428096,122400,40,4146430,14876,4732434,1216682,205848490,0,0,0,0,0,0,1,1,0,0,1999,1970.43,473223,270,a.Low(below 500)
6/28/2021,18,0.94,1.1,1.1,0.98,0.48,0.41,0.62,0.61,0.73,7,701547,199070,377000,579147,271492,102701334,122400,1348,4147778,22868,4755078,1095973,207080157,0,0,0,0,0,0,1,1,0,0,2095,1990.43,473533,310,a.Low(below 500)
6/29/2021,24,0.9,1.05,1.07,0.94,0.48,0.43,0.62,0.63,0.83,0,706973,199070,382000,584573,382980,103083583,122400,2201,4185298,20479,4775301,881805,208035991,0,0,0,0,0,0,1,1,0,0,1837,1993.57,473901,368,a.Low(below 500)
6/30/2021,26,0.93,1.08,1.08,0.97,0.47,0.43,0.63,0.6,1.07,2,717226,200478,389000,594826,432660,103515666,122400,2881,4188578,26068,4800907,1251696,209341895,0,0,0,0,0,0,1,1,0,0,2006,2013.29,474317,416,a.Low(below 500)
7/1/2021,28,0.94,1.08,1.07,0.98,0.47,0.44,0.63,0.62,1.31,7,728287,200478,399000,605887,415649,103953064,122400,1462,4190040,27989,4828463,1121678,210596805,0,0,0,0,0,0,1,1,0,0,2240,2045.86,474689,372,a.Low(below 500)
7/2/2021,32,0.98,1.09,1.05,1.01,0.48,0.44,0.64,0.61,0.97,1,723770,200483,394000,601370,398070,104350698,122400,2341,4192381,27125,4855169,876646,211542597,0,0,0,0,0,0,1,1,0,0,2483,2073.86,475080,391,a.Low(below 500)
7/3/2021,31,0.99,1.15,1.13,1.02,0.48,0.47,0.66,0.61,1.04,0,730444,200483,400000,608044,342236,104694515,122400,231,4192612,24885,4879616,659338,212241392,0,0,0,0,0,0,1,1,0,0,2080,2105.71,475472,392,a.Low(below 500)
7/4/2021,29,1.03,1.23,1.24,1.07,0.48,0.47,0.63,0.68,1.17,0,731059,200483,400000,608659,360131,105055455,122400,23,4192816,24248,4903434,1276593,213558757,0,0,0,0,0,0,1,1,0,0,2139,2125.71,475939,467,a.Low(below 500)
7/5/2021,28,0.93,1.1,1.08,0.98,0.49,0.42,0.63,0.6,0.88,4,729912,200483,400000,607512,324461,105381650,122400,1854,4194670,27334,4930534,1160738,214821127,0,0,0,0,0,0,1,1,0,0,2301,2155.14,476456,517,b.Medium(500-1500)
7/6/2021,34,0.89,1.06,1.06,0.93,0.5,0.45,0.61,0.6,0.7,2,752059,202389,422000,629659,404356,105785659,122400,2688,4230753,28773,4958868,968588,215863352,0,0,0,0,0,0,1,1,0,0,2040,2184.14,477030,574,b.Medium(500-1500)
7/7/2021,36,0.89,1.04,1.06,0.93,0.51,0.46,0.65,0.59,0.96,3,756040,202389,422000,633640,436774,106223098,122400,2530,4233661,32548,4990916,1237992,217154951,0,0,0,0,0,0,1,1,0,0,2140,2203.29,477599,569,b.Medium(500-1500)
7/8/2021,41,0.92,1.04,1.05,0.95,0.51,0.43,0.63,0.61,1.17,2,736784,202389,404000,614384,418106,106665479,122400,3694,4237355,32551,5022893,1114234,218395351,0,0,0,0,0,0,1,1,0,0,2336,2217,478209,610,b.Medium(500-1500)
7/9/2021,49,0.97,1.08,1.05,1,0.51,0.45,0.65,0.6,0.9,2,761588,202403,430000,639188,397004,107061435,122400,3017,4240372,35707,5058093,901977,219361949,0,0,0,0,0,0,1,1,0,0,2691,2246.71,478770,561,b.Medium(500-1500)
7/10/2021,45,1.01,1.19,1.17,1.05,0.52,0.54,0.66,0.63,1.16,2,748218,202403,418000,625818,380307,107441977,122400,651,4241023,32367,5089893,742910,220142990,0,0,0,0,0,0,1,1,0,0,2346,2284.71,479322,552,b.Medium(500-1500)
7/11/2021,35,1.03,1.23,1.22,1.07,0.52,0.67,0.73,0.71,1.41,0,747447,202403,418000,625047,366194,107809334,122400,162,4241290,31772,5121245,1124783,221308607,0,0,0,0,0,0,1,1,0,0,2292,2306.57,479916,594,b.Medium(500-1500)
7/12/2021,41,0.91,1.02,1.03,0.94,0.52,0.39,0.62,0.55,0.65,6,701115,202403,372000,578715,321953,108134493,122400,1798,4316345,34471,5155243,1075460,222496640,0,0,0,0,0,0,1,1,0,0,2453,2328.29,480649,733,b.Medium(500-1500)
7/13/2021,49,0.9,1.06,1.06,0.95,0.52,0.41,0.65,0.62,0.89,5,730610,202403,403000,608210,408957,108543189,122400,3200,4354776,36660,5191459,932222,223504870,0,0,0,0,0,0,1,1,0,0,2140,2342.57,481400,751,b.Medium(500-1500)
